https://dominating12.com/game/create?map=1	1	World Classic (42T/6R)
https://dominating12.com/game/create?map=2	2	Isthmus of Panama (28T/6R)
https://dominating12.com/game/create?map=5	5	Iberia (60T/13R)
https://dominating12.com/game/create?map=6	6	Africa 1890 (71T/13R)
https://dominating12.com/game/create?map=7	7	Oregon Cities (35T/12R)
https://dominating12.com/game/create?map=8	8	House (41T/8R)
https://dominating12.com/game/create?map=10	10	Eld World (41T/6R)
https://dominating12.com/game/create?map=11	11	Caribbean (26T/6R)
https://dominating12.com/game/create?map=12	12	Great Britain and Ireland (39T/7R)
https://dominating12.com/game/create?map=15	15	Caribbean Dual (46T/10R)
https://dominating12.com/game/create?map=20	20	Mediterranean States (66T/18R)
https://dominating12.com/game/create?map=22	22	World Expanded (91T/20R)
https://dominating12.com/game/create?map=25	25	Europe 1814 (HD) Advanced (55T/10R)
https://dominating12.com/game/create?map=27	27	Falkland Islands (42T/8R)
https://dominating12.com/game/create?map=28	28	United States (43T/8R)
https://dominating12.com/game/create?map=29	29	Eastern Asia (52T/9R)
https://dominating12.com/game/create?map=30	30	Tor (42T/6R)
https://dominating12.com/game/create?map=32	32	Dominican Republic (32T/7R)
https://dominating12.com/game/create?map=33	33	Europe (48T/9R)
https://dominating12.com/game/create?map=34	34	Jungle of Despair Classic (60T/7R)
https://dominating12.com/game/create?map=35	35	Tamriel (66T/9R)
https://dominating12.com/game/create?map=36	36	Westeros (94T/16R)
https://dominating12.com/game/create?map=38	38	San Francisco (59T/11R)
https://dominating12.com/game/create?map=39	39	Central America (35T/8R)
https://dominating12.com/game/create?map=40	40	New York City (75T/13R)
https://dominating12.com/game/create?map=41	41	Korea - Japan (52T/10R)
https://dominating12.com/game/create?map=42	42	Brazil (39T/7R)
https://dominating12.com/game/create?map=44	44	Ancient Realm (30T/5R)
https://dominating12.com/game/create?map=48	48	Solar System (42T/6R)
https://dominating12.com/game/create?map=49	49	Balkan Peninsula (44T/9R)
https://dominating12.com/game/create?map=50	50	South Africa (54T/10R)
https://dominating12.com/game/create?map=52	52	Anchor Bay (24T/8R)
https://dominating12.com/game/create?map=53	53	World Reduced (26T/6R)
https://dominating12.com/game/create?map=54	54	Italy (81T/19R)
https://dominating12.com/game/create?map=56	56	Baltic Sea (78T/14R)
https://dominating12.com/game/create?map=57	57	East Indies (56T/11R)
https://dominating12.com/game/create?map=58	58	Gold Coast (68T/13R)
https://dominating12.com/game/create?map=59	59	New Zealand (44T/14R)
https://dominating12.com/game/create?map=60	60	Battle of the Elements (52T/10R)
https://dominating12.com/game/create?map=61	61	Switzerland (42T/9R)
https://dominating12.com/game/create?map=62	62	The Philippines (35T/9R)
https://dominating12.com/game/create?map=63	63	Hawaii Dual (52T/16R)
https://dominating12.com/game/create?map=64	64	Westeros & Essos (56T/11R)
https://dominating12.com/game/create?map=65	65	Texas (108T/27R)
https://dominating12.com/game/create?map=66	66	West Indies (42T/6R)
https://dominating12.com/game/create?map=68	68	Australasia (34T/11R)
https://dominating12.com/game/create?map=69	69	North America (64T/14R)
https://dominating12.com/game/create?map=70	70	World Double (86T/12R)
https://dominating12.com/game/create?map=71	71	World Inverted (81T/17R)
https://dominating12.com/game/create?map=72	72	Ancient Greece (57T/11R)
https://dominating12.com/game/create?map=73	73	Timor Islands (26T/6R)
https://dominating12.com/game/create?map=74	74	Asia (52T/8R)
https://dominating12.com/game/create?map=75	75	Black Sea (52T/14R)
https://dominating12.com/game/create?map=76	76	Atlantis (104T/29R)
https://dominating12.com/game/create?map=77	77	Brecourt Manor (34T/0R)
https://dominating12.com/game/create?map=78	78	World War II (75T/12R)
https://dominating12.com/game/create?map=79	79	Arctic Circle (34T/6R)
https://dominating12.com/game/create?map=80	80	Alkebulan Africa (52T/9R)
https://dominating12.com/game/create?map=82	82	Zealandia AD 202020 (104T/8R)
https://dominating12.com/game/create?map=83	83	French Republic (91T/21R)
https://dominating12.com/game/create?map=84	84	Boston – N.Y.C. (44T/6R)
https://dominating12.com/game/create?map=85	85	Middle East (56T/8R)
https://dominating12.com/game/create?map=86	86	World Double 2.0 (86T/12R)
https://dominating12.com/game/create?map=87	87	Vikings of Scandinavia (54T/11R)
https://dominating12.com/game/create?map=88	88	World Non-Classic (42T/7R)
https://dominating12.com/game/create?map=89	89	The Nine Kingdoms (30T/9R)
https://dominating12.com/game/create?map=90	90	Dragonport (85T/20R)
https://dominating12.com/game/create?map=91	91	Nga Toa (117T/20R)
https://dominating12.com/game/create?map=92	92	HoodTown (31T/8R)
https://dominating12.com/game/create?map=93	93	The Roman Empire: AD 395 (93T/15R)
https://dominating12.com/game/create?map=94	94	Land of Rus' (144T/36R)
https://dominating12.com/game/create?map=95	95	Battleground Bulgaria (117T/27R)
https://dominating12.com/game/create?map=98	98	Caricom (35T/7R)
https://dominating12.com/game/create?map=100	100	Empires of the Mediterranean (HD) (150T/24R)
https://dominating12.com/game/create?map=102	102	Navajo Nation (72T/18R)
https://dominating12.com/game/create?map=103	103	Volga & Don Rivers (HD) (128T/26R)
https://dominating12.com/game/create?map=104	104	Eastern Russia & Japan (69T/14R)
